aspect_id,judge,score
0036900b1f,J1,0.0
0036900b1f,J2,1.0
0036900b1f,J3,0.0
0036900b1f,J4,0.0
0036900b1f,J5,0.0
0036900b1f,J6,1.0
0036900b1f,J7,0.0
0036900b1f,J8,1.0
0036900b1f,J9,0.0
0038085424,J1,8.0
0038085424,J2,7.5
0038085424,J3,8.25
0038085424,J4,8.0
0038085424,J5,7.5
0038085424,J6,7.75
0038085424,J7,8.25
0038085424,J8,7.75
0038085424,J9,8.0
0038d92113,J1,1.0
0038d92113,J2,2.0
0038d92113,J3,2.0
0038d92113,J4,2.0
0038d92113,J5,2.0
0038d92113,J6,0.0
0038d92113,J7,1.0
0038d92113,J8,2.0
0038d92113,J9,2.0
003e7432a8,J1,4.5
003e7432a8,J2,5.25
003e7432a8,J3,5.25
003e7432a8,J4,3.25
003e7432a8,J5,4.25
003e7432a8,J6,4.5
003e7432a8,J7,4.0
003e7432a8,J8,5.25
003e7432a8,J9,3.75
00546be3eb,J1,2.0
00546be3eb,J2,2.0
00546be3eb,J3,2.0
00546be3eb,J4,2.0
00546be3eb,J5,1.0
00546be3eb,J6,1.0
00546be3eb,J7,1.0
00546be3eb,J8,1.0
00546be3eb,J9,1.0
005492e2a9,J1,8.25
005492e2a9,J2,8.5
005492e2a9,J3,8.25
005492e2a9,J4,8.25
005492e2a9,J5,8.5
005492e2a9,J6,8.25
005492e2a9,J7,8.25
005492e2a9,J8,8.25
005492e2a9,J9,8.25
0054e02db2,J1,1.0
0054e02db2,J2,2.0
0054e02db2,J3,1.0
0054e02db2,J4,1.0
0054e02db2,J5,1.0
0054e02db2,J6,2.0
0054e02db2,J7,0.0
0054e02db2,J8,0.0
0054e02db2,J9,2.0
005c0bdb0b,J1,3.0
005c0bdb0b,J2,3.0
005c0bdb0b,J3,3.0
005c0bdb0b,J4,2.0
005c0bdb0b,J5,3.0
005c0bdb0b,J6,2.0
005c0bdb0b,J7,2.0
005c0bdb0b,J8,2.0
005c0bdb0b,J9,1.0
005fe798ae,J1,7.75
005fe798ae,J2,7.25
005fe798ae,J3,6.5
005fe798ae,J4,8.0
005fe798ae,J5,7.25
005fe798ae,J6,7.5
005fe798ae,J7,7.25
005fe798ae,J8,7.5
005fe798ae,J9,8.0
00608eb362,J1,1.0
00608eb362,J2,0.0
00608eb362,J3,0.0
00608eb362,J4,0.0
00608eb362,J5,0.0
00608eb362,J6,0.0
00608eb362,J7,0.0
00608eb362,J8,1.0
00608eb362,J9,1.0
00610fce88,J1,2.0
00610fce88,J2,2.0
00610fce88,J3,2.0
00610fce88,J4,2.0
00610fce88,J5,2.0
00610fce88,J6,3.0
00610fce88,J7,1.0
00610fce88,J8,2.0
00610fce88,J9,2.0
0062814c2b,J1,7.0
0062814c2b,J2,7.25
0062814c2b,J3,7.25
0062814c2b,J4,7.25
0062814c2b,J5,7.25
0062814c2b,J6,5.75
0062814c2b,J7,7.0
0062814c2b,J8,7.5
0062814c2b,J9,6.75
0064b0e136,J1,2.0
0064b0e136,J2,2.0
0064b0e136,J3,2.0
0064b0e136,J4,2.0
0064b0e136,J5,2.0
0064b0e136,J6,2.0
0064b0e136,J7,3.0
0064b0e136,J8,2.0
0064b0e136,J9,2.0
0064df5a3f,J1,1.0
0064df5a3f,J2,0.0
0064df5a3f,J3,1.0
0064df5a3f,J4,1.0
0064df5a3f,J5,1.0
0064df5a3f,J6,1.0
0064df5a3f,J7,1.0
0064df5a3f,J8,1.0
0064df5a3f,J9,1.0
0065924a52,J1,0.0
0065924a52,J2,1.0
0065924a52,J3,1.0
0065924a52,J4,1.0
0065924a52,J5,1.0
0065924a52,J6,2.0
0065924a52,J7,2.0
0065924a52,J8,1.0
0065924a52,J9,1.0
006622d13d,J1,7.75
006622d13d,J2,8.5
006622d13d,J3,8.5
006622d13d,J4,8.0
006622d13d,J5,9.0
006622d13d,J6,7.25
006622d13d,J7,8.0
006622d13d,J8,8.75
006622d13d,J9,7.5
00724438a1,J1,8.75
00724438a1,J2,9.0
00724438a1,J3,8.5
00724438a1,J4,8.5
00724438a1,J5,8.5
00724438a1,J6,8.25
00724438a1,J7,8.5
00724438a1,J8,9.0
00724438a1,J9,8.25
0072e44546,J1,0.0
0072e44546,J2,1.0
0072e44546,J3,1.0
0072e44546,J4,1.0
0072e44546,J5,1.0
0072e44546,J6,1.0
0072e44546,J7,0.0
0072e44546,J8,1.0
0072e44546,J9,0.0
00758e6dcc,J1,1.0
00758e6dcc,J2,2.0
00758e6dcc,J3,2.0
00758e6dcc,J4,2.0
00758e6dcc,J5,2.0
00758e6dcc,J6,2.0
00758e6dcc,J7,2.0
00758e6dcc,J8,2.0
00758e6dcc,J9,1.0
00762edcc2,J1,2.0
00762edcc2,J2,2.0
00762edcc2,J3,2.0
00762edcc2,J4,1.0
00762edcc2,J5,1.0
00762edcc2,J6,1.0
00762edcc2,J7,2.0
00762edcc2,J8,2.0
00762edcc2,J9,2.0
007b1799eb,J1,0.0
007b1799eb,J2,0.0
007b1799eb,J3,1.0
007b1799eb,J4,1.0
007b1799eb,J5,0.0
007b1799eb,J6,0.0
007b1799eb,J7,1.0
007b1799eb,J8,1.0
007b1799eb,J9,1.0
007b3f6da9,J1,1.0
007b3f6da9,J2,0.0
007b3f6da9,J3,1.0
007b3f6da9,J4,1.0
007b3f6da9,J5,0.0
007b3f6da9,J6,0.0
007b3f6da9,J7,0.0
007b3f6da9,J8,0.0
007b3f6da9,J9,0.0
007cd01f25,J1,8.0
007cd01f25,J2,7.5
007cd01f25,J3,7.25
007cd01f25,J4,8.25
007cd01f25,J5,8.0
007cd01f25,J6,8.25
007cd01f25,J7,7.25
007cd01f25,J8,8.5
007cd01f25,J9,7.75
007d01e3cc,J1,-2.0
007d01e3cc,J2,-2.0
007d01e3cc,J3,-2.0
007d01e3cc,J4,-3.0
007d01e3cc,J5,-2.0
007d01e3cc,J6,-2.0
007d01e3cc,J7,-2.0
007d01e3cc,J8,-2.0
007d01e3cc,J9,-1.0
007d64e161,J1,0.0
007d64e161,J2,1.0
007d64e161,J3,1.0
007d64e161,J4,1.0
007d64e161,J5,2.0
007d64e161,J6,1.0
007d64e161,J7,1.0
007d64e161,J8,0.0
007d64e161,J9,1.0
00806f820e,J1,6.75
00806f820e,J2,7.0
00806f820e,J3,7.0
00806f820e,J4,7.75
00806f820e,J5,6.75
00806f820e,J6,6.5
00806f820e,J7,7.25
00806f820e,J8,6.5
00806f820e,J9,6.75
0082e64c23,J1,9.25
0082e64c23,J2,9.25
0082e64c23,J3,8.75
0082e64c23,J4,9.5
0082e64c23,J5,9.5
0082e64c23,J6,8.75
0082e64c23,J7,9.0
0082e64c23,J8,9.25
0082e64c23,J9,9.5
00840d1aac,J1,7.25
00840d1aac,J2,7.5
00840d1aac,J3,7.0
00840d1aac,J4,7.5
00840d1aac,J5,7.75
00840d1aac,J6,7.5
00840d1aac,J7,7.5
00840d1aac,J8,7.5
00840d1aac,J9,7.25
00878e8dfa,J1,0.0
00878e8dfa,J2,0.0
00878e8dfa,J3,-1.0
00878e8dfa,J4,-1.0
00878e8dfa,J5,0.0
00878e8dfa,J6,0.0
00878e8dfa,J7,-1.0
00878e8dfa,J8,-1.0
00878e8dfa,J9,0.0
008f5b6d84,J1,7.5
008f5b6d84,J2,7.75
008f5b6d84,J3,7.75
008f5b6d84,J4,8.0
008f5b6d84,J5,7.5
008f5b6d84,J6,7.75
008f5b6d84,J7,6.75
008f5b6d84,J8,8.25
008f5b6d84,J9,7.0
008fbb0b3d,J1,1.0
008fbb0b3d,J2,1.0
008fbb0b3d,J3,0.0
008fbb0b3d,J4,0.0
008fbb0b3d,J5,1.0
008fbb0b3d,J6,1.0
008fbb0b3d,J7,1.0
008fbb0b3d,J8,1.0
008fbb0b3d,J9,0.0
0091758935,J1,-3.0
0091758935,J2,-3.0
0091758935,J3,-3.0
0091758935,J4,-3.0
0091758935,J5,-3.0
0091758935,J6,-3.0
0091758935,J7,-3.0
0091758935,J8,-3.0
0091758935,J9,-3.0
00925f3478,J1,9.0
00925f3478,J2,9.25
00925f3478,J3,9.0
00925f3478,J4,9.5
00925f3478,J5,8.75
00925f3478,J6,9.5
00925f3478,J7,9.25
00925f3478,J8,9.0
00925f3478,J9,8.75
0095a75571,J1,3.0
0095a75571,J2,3.0
0095a75571,J3,3.0
0095a75571,J4,3.0
0095a75571,J5,3.0
0095a75571,J6,3.0
0095a75571,J7,3.0
0095a75571,J8,3.0
0095a75571,J9,2.0
009d562634,J1,1.0
009d562634,J2,1.0
009d562634,J3,1.0
009d562634,J4,1.0
009d562634,J5,0.0
009d562634,J6,1.0
009d562634,J7,1.0
009d562634,J8,0.0
009d562634,J9,1.0
009de30a31,J1,-3.0
009de30a31,J2,-3.0
009de30a31,J3,-2.0
009de30a31,J4,-2.0
009de30a31,J5,-3.0
009de30a31,J6,-2.0
009de30a31,J7,-2.0
009de30a31,J8,-2.0
009de30a31,J9,-3.0
00a0d4f4d1,J1,8.5
00a0d4f4d1,J2,9.0
00a0d4f4d1,J3,8.75
00a0d4f4d1,J4,8.5
00a0d4f4d1,J5,8.25
00a0d4f4d1,J6,8.75
00a0d4f4d1,J7,9.5
00a0d4f4d1,J8,8.75
00a0d4f4d1,J9,8.75
00a495597a,J1,-1.0
00a495597a,J2,-1.0
00a495597a,J3,-1.0
00a495597a,J4,0.0
00a495597a,J5,0.0
00a495597a,J6,0.0
00a495597a,J7,0.0
00a495597a,J8,0.0
00a495597a,J9,0.0
00aaabfa7b,J1,1.0
00aaabfa7b,J2,1.0
00aaabfa7b,J3,1.0
00aaabfa7b,J4,1.0
00aaabfa7b,J5,0.0
00aaabfa7b,J6,1.0
00aaabfa7b,J7,1.0
00aaabfa7b,J8,1.0
00aaabfa7b,J9,1.0
00afc47a1c,J1,3.0
00afc47a1c,J2,2.0
00afc47a1c,J3,1.0
00afc47a1c,J4,1.0
00afc47a1c,J5,2.0
00afc47a1c,J6,1.0
00afc47a1c,J7,1.0
00afc47a1c,J8,1.0
00afc47a1c,J9,2.0
00b48a8565,J1,2.0
00b48a8565,J2,2.0
00b48a8565,J3,2.0
00b48a8565,J4,2.0
00b48a8565,J5,2.0
00b48a8565,J6,2.0
00b48a8565,J7,1.0
00b48a8565,J8,1.0
00b48a8565,J9,2.0
00b58fce4d,J1,7.5
00b58fce4d,J2,6.75
00b58fce4d,J3,8.0
00b58fce4d,J4,8.0
00b58fce4d,J5,7.75
00b58fce4d,J6,8.0
00b58fce4d,J7,7.75
00b58fce4d,J8,7.0
00b58fce4d,J9,7.25
00b701b0ca,J1,0.0
00b701b0ca,J2,0.0
00b701b0ca,J3,1.0
00b701b0ca,J4,1.0
00b701b0ca,J5,1.0
00b701b0ca,J6,-1.0
00b701b0ca,J7,1.0
00b701b0ca,J8,1.0
00b701b0ca,J9,0.0
00bc0df42f,J1,1.0
00bc0df42f,J2,0.0
00bc0df42f,J3,0.0
00bc0df42f,J4,0.0
00bc0df42f,J5,1.0
00bc0df42f,J6,0.0
00bc0df42f,J7,1.0
00bc0df42f,J8,0.0
00bc0df42f,J9,0.0
00bdcfb7a3,J1,7.5
00bdcfb7a3,J2,8.0
00bdcfb7a3,J3,7.75
00bdcfb7a3,J4,8.25
00bdcfb7a3,J5,7.75
00bdcfb7a3,J6,8.0
00bdcfb7a3,J7,7.25
00bdcfb7a3,J8,8.0
00bdcfb7a3,J9,8.75
00c335ece4,J1,1.0
00c335ece4,J2,0.0
00c335ece4,J3,1.0
00c335ece4,J4,1.0
00c335ece4,J5,1.0
00c335ece4,J6,2.0
00c335ece4,J7,1.0
00c335ece4,J8,1.0
00c335ece4,J9,1.0
00c5dec4c9,J1,9.75
00c5dec4c9,J2,9.75
00c5dec4c9,J3,9.75
00c5dec4c9,J4,9.75
00c5dec4c9,J5,10.0
00c5dec4c9,J6,9.5
00c5dec4c9,J7,9.75
00c5dec4c9,J8,9.75
00c5dec4c9,J9,9.75
00ca2434f5,J1,2.0
00ca2434f5,J2,1.0
00ca2434f5,J3,1.0
00ca2434f5,J4,2.0
00ca2434f5,J5,1.0
00ca2434f5,J6,2.0
00ca2434f5,J7,1.0
00ca2434f5,J8,2.0
00ca2434f5,J9,2.0
00cd576b32,J1,6.5
00cd576b32,J2,6.75
00cd576b32,J3,7.0
00cd576b32,J4,6.0
00cd576b32,J5,6.0
00cd576b32,J6,5.5
00cd576b32,J7,7.25
00cd576b32,J8,6.25
00cd576b32,J9,6.75
00cdda6280,J1,0.0
00cdda6280,J2,-1.0
00cdda6280,J3,-1.0
00cdda6280,J4,0.0
00cdda6280,J5,0.0
00cdda6280,J6,1.0
00cdda6280,J7,2.0
00cdda6280,J8,2.0
00cdda6280,J9,1.0
00cf5c3d84,J1,9.75
00cf5c3d84,J2,10.0
00cf5c3d84,J3,10.0
00cf5c3d84,J4,10.0
00cf5c3d84,J5,10.0
00cf5c3d84,J6,10.0
00cf5c3d84,J7,10.0
00cf5c3d84,J8,10.0
00cf5c3d84,J9,10.0
00cfe37edb,J1,0.0
00cfe37edb,J2,-2.0
00cfe37edb,J3,0.0
00cfe37edb,J4,-2.0
00cfe37edb,J5,-1.0
00cfe37edb,J6,0.0
00cfe37edb,J7,-1.0
00cfe37edb,J8,-2.0
00cfe37edb,J9,0.0
00d0dfc79e,J1,1.0
00d0dfc79e,J2,0.0
00d0dfc79e,J3,0.0
00d0dfc79e,J4,-1.0
00d0dfc79e,J5,1.0
00d0dfc79e,J6,-1.0
00d0dfc79e,J7,1.0
00d0dfc79e,J8,0.0
00d0dfc79e,J9,0.0
00d0fe31bc,J1,0.0
00d0fe31bc,J2,0.0
00d0fe31bc,J3,0.0
00d0fe31bc,J4,0.0
00d0fe31bc,J5,-1.0
00d0fe31bc,J6,0.0
00d0fe31bc,J7,1.0
00d0fe31bc,J8,0.0
00d0fe31bc,J9,0.0
00d11f179e,J1,1.0
00d11f179e,J2,0.0
00d11f179e,J3,0.0
00d11f179e,J4,0.0
00d11f179e,J5,0.0
00d11f179e,J6,0.0
00d11f179e,J7,0.0
00d11f179e,J8,1.0
00d11f179e,J9,0.0
00d4f89254,J1,1.0
00d4f89254,J2,0.0
00d4f89254,J3,0.0
00d4f89254,J4,0.0
00d4f89254,J5,0.0
00d4f89254,J6,0.0
00d4f89254,J7,1.0
00d4f89254,J8,0.0
00d4f89254,J9,2.0
00dac7ec2c,J1,3.0
00dac7ec2c,J2,3.0
00dac7ec2c,J3,2.0
00dac7ec2c,J4,2.0
00dac7ec2c,J5,1.0
00dac7ec2c,J6,3.0
00dac7ec2c,J7,2.0
00dac7ec2c,J8,2.0
00dac7ec2c,J9,2.0
00dc1421c6,J1,8.5
00dc1421c6,J2,8.25
00dc1421c6,J3,8.5
00dc1421c6,J4,8.75
00dc1421c6,J5,9.5
00dc1421c6,J6,8.75
00dc1421c6,J7,8.75
00dc1421c6,J8,8.75
00dc1421c6,J9,9.0
00dcff29ca,J1,5.0
00dcff29ca,J2,6.0
00dcff29ca,J3,5.25
00dcff29ca,J4,5.5
00dcff29ca,J5,5.5
00dcff29ca,J6,4.75
00dcff29ca,J7,5.25
00dcff29ca,J8,5.25
00dcff29ca,J9,6.0
00dfcf5baa,J1,8.75
00dfcf5baa,J2,8.5
00dfcf5baa,J3,8.0
00dfcf5baa,J4,8.5
00dfcf5baa,J5,8.0
00dfcf5baa,J6,8.0
00dfcf5baa,J7,8.5
00dfcf5baa,J8,8.5
00dfcf5baa,J9,8.5
00e11222de,J1,3.0
00e11222de,J2,1.0
00e11222de,J3,2.0
00e11222de,J4,2.0
00e11222de,J5,2.0
00e11222de,J6,2.0
00e11222de,J7,1.0
00e11222de,J8,2.0
00e11222de,J9,2.0
00e85cb323,J1,-3.0
00e85cb323,J2,-3.0
00e85cb323,J3,-3.0
00e85cb323,J4,-3.0
00e85cb323,J5,-3.0
00e85cb323,J6,-3.0
00e85cb323,J7,-3.0
00e85cb323,J8,-3.0
00e85cb323,J9,-3.0
00e93609cc,J1,5.75
00e93609cc,J2,5.25
00e93609cc,J3,4.75
00e93609cc,J4,5.75
00e93609cc,J5,5.75
00e93609cc,J6,5.75
00e93609cc,J7,5.75
00e93609cc,J8,6.0
00e93609cc,J9,5.75
00e9e6936d,J1,8.75
00e9e6936d,J2,7.75
00e9e6936d,J3,7.25
00e9e6936d,J4,8.0
00e9e6936d,J5,8.0
00e9e6936d,J6,7.75
00e9e6936d,J7,8.0
00e9e6936d,J8,8.25
00e9e6936d,J9,7.75
00eab31ee7,J1,7.5
00eab31ee7,J2,8.0
00eab31ee7,J3,7.5
00eab31ee7,J4,7.75
00eab31ee7,J5,7.5
00eab31ee7,J6,7.25
00eab31ee7,J7,7.0
00eab31ee7,J8,7.75
00eab31ee7,J9,7.75
00ebc38ae4,J1,1.0
00ebc38ae4,J2,0.0
00ebc38ae4,J3,1.0
00ebc38ae4,J4,0.0
00ebc38ae4,J5,0.0
00ebc38ae4,J6,0.0
00ebc38ae4,J7,1.0
00ebc38ae4,J8,1.0
00ebc38ae4,J9,1.0
00ecdeb36c,J1,7.5
00ecdeb36c,J2,7.75
00ecdeb36c,J3,7.75
00ecdeb36c,J4,8.25
00ecdeb36c,J5,6.75
00ecdeb36c,J6,7.25
00ecdeb36c,J7,7.5
00ecdeb36c,J8,8.0
00ecdeb36c,J9,7.25
00f90bf49d,J1,7.75
00f90bf49d,J2,7.75
00f90bf49d,J3,7.25
00f90bf49d,J4,8.0
00f90bf49d,J5,7.75
00f90bf49d,J6,8.0
00f90bf49d,J7,7.5
00f90bf49d,J8,7.5
00f90bf49d,J9,7.25
00f9b9b0cf,J1,2.0
00f9b9b0cf,J2,2.0
00f9b9b0cf,J3,3.0
00f9b9b0cf,J4,2.0
00f9b9b0cf,J5,3.0
00f9b9b0cf,J6,2.0
00f9b9b0cf,J7,2.0
00f9b9b0cf,J8,3.0
00f9b9b0cf,J9,2.0
00fe81f8d8,J1,7.75
00fe81f8d8,J2,7.5
00fe81f8d8,J3,6.75
00fe81f8d8,J4,7.0
00fe81f8d8,J5,7.5
00fe81f8d8,J6,7.5
00fe81f8d8,J7,7.25
00fe81f8d8,J8,7.25
00fe81f8d8,J9,7.25
0102244075,J1,7.0
0102244075,J2,7.0
0102244075,J3,7.5
0102244075,J4,6.75
0102244075,J5,7.5
0102244075,J6,7.5
0102244075,J7,7.5
0102244075,J8,7.0
0102244075,J9,8.0
0102773b41,J1,0.0
0102773b41,J2,0.0
0102773b41,J3,1.0
0102773b41,J4,1.0
0102773b41,J5,2.0
0102773b41,J6,0.0
0102773b41,J7,1.0
0102773b41,J8,1.0
0102773b41,J9,1.0
01036ab45d,J1,2.0
01036ab45d,J2,2.0
01036ab45d,J3,2.0
01036ab45d,J4,2.0
01036ab45d,J5,1.0
01036ab45d,J6,3.0
01036ab45d,J7,2.0
01036ab45d,J8,2.0
01036ab45d,J9,2.0
0103e14408,J1,8.25
0103e14408,J2,8.25
0103e14408,J3,7.75
0103e14408,J4,7.75
0103e14408,J5,9.0
0103e14408,J6,8.5
0103e14408,J7,7.75
0103e14408,J8,8.5
0103e14408,J9,8.5
01069460a6,J1,0.0
01069460a6,J2,1.0
01069460a6,J3,1.0
01069460a6,J4,1.0
01069460a6,J5,1.0
01069460a6,J6,1.0
01069460a6,J7,1.0
01069460a6,J8,2.0
01069460a6,J9,0.0
010909fc27,J1,1.0
010909fc27,J2,0.0
010909fc27,J3,1.0
010909fc27,J4,1.0
010909fc27,J5,0.0
010909fc27,J6,1.0
010909fc27,J7,1.0
010909fc27,J8,1.0
010909fc27,J9,1.0
010a85a8a4,J1,8.75
010a85a8a4,J2,9.0
010a85a8a4,J3,8.5
010a85a8a4,J4,8.75
010a85a8a4,J5,8.75
010a85a8a4,J6,9.0
010a85a8a4,J7,9.0
010a85a8a4,J8,8.75
010a85a8a4,J9,9.0
0111c5e56c,J1,1.0
0111c5e56c,J2,1.0
0111c5e56c,J3,1.0
0111c5e56c,J4,2.0
0111c5e56c,J5,2.0
0111c5e56c,J6,1.0
0111c5e56c,J7,1.0
0111c5e56c,J8,1.0
0111c5e56c,J9,2.0
01193a3e42,J1,-3.0
01193a3e42,J2,-3.0
01193a3e42,J3,-3.0
01193a3e42,J4,-3.0
01193a3e42,J5,-3.0
01193a3e42,J6,-3.0
01193a3e42,J7,-3.0
01193a3e42,J8,-3.0
01193a3e42,J9,-3.0
011c2b6654,J1,-3.0
011c2b6654,J2,-3.0
011c2b6654,J3,-3.0
011c2b6654,J4,-3.0
011c2b6654,J5,-3.0
011c2b6654,J6,-3.0
011c2b6654,J7,-3.0
011c2b6654,J8,-3.0
011c2b6654,J9,-3.0
011ddab9c2,J1,-1.0
011ddab9c2,J2,0.0
011ddab9c2,J3,-1.0
011ddab9c2,J4,0.0
011ddab9c2,J5,-1.0
011ddab9c2,J6,-1.0
011ddab9c2,J7,-1.0
011ddab9c2,J8,-1.0
011ddab9c2,J9,1.0
011dddf504,J1,1.0
011dddf504,J2,0.0
011dddf504,J3,1.0
011dddf504,J4,1.0
011dddf504,J5,1.0
011dddf504,J6,0.0
011dddf504,J7,0.0
011dddf504,J8,1.0
011dddf504,J9,0.0
011f240ab6,J1,2.0
011f240ab6,J2,1.0
011f240ab6,J3,2.0
011f240ab6,J4,1.0
011f240ab6,J5,1.0
011f240ab6,J6,1.0
011f240ab6,J7,2.0
011f240ab6,J8,1.0
011f240ab6,J9,2.0
01251b8c4e,J1,8.5
01251b8c4e,J2,8.0
01251b8c4e,J3,8.5
01251b8c4e,J4,8.75
01251b8c4e,J5,9.0
01251b8c4e,J6,8.75
01251b8c4e,J7,9.25
01251b8c4e,J8,8.25
01251b8c4e,J9,9.25
0127af74a7,J1,9.25
0127af74a7,J2,9.25
0127af74a7,J3,9.25
0127af74a7,J4,9.0
0127af74a7,J5,9.0
0127af74a7,J6,9.5
0127af74a7,J7,9.25
0127af74a7,J8,9.0
0127af74a7,J9,8.75
012ed69d4d,J1,-1.0
012ed69d4d,J2,-1.0
012ed69d4d,J3,-1.0
012ed69d4d,J4,-1.0
012ed69d4d,J5,-1.0
012ed69d4d,J6,0.0
012ed69d4d,J7,0.0
012ed69d4d,J8,1.0
012ed69d4d,J9,1.0
01358c3a5b,J1,2.0
01358c3a5b,J2,1.0
01358c3a5b,J3,1.0
01358c3a5b,J4,2.0
01358c3a5b,J5,1.0
01358c3a5b,J6,2.0
